FullGeoName,Year,Travel status,County,Count,Legend,Notes
"CA, Alameda",2013,Travel associated,06001,16,5 to 49,"CA, Alameda County"
"CA, Los Angeles",2013,Travel associated,06037,25,5 to 49,"CA, Los Angeles County"
"CA, Orange",2013,Travel associated,06059,7,5 to 49,"CA, Orange County"
"CA, San Diego",2013,Travel associated,06073,12,5 to 49,"CA, San Diego County"
"CA, San Mateo",2013,Travel associated,06081,5,5 to 49,"CA, San Mateo County"
"CA, Santa Clara",2013,Travel associated,06085,10,5 to 49,"CA, Santa Clara County"
"CT, Hartford",2013,Travel associated,09003,5,5 to 49,"CT, Hartford County"
"CT, New Haven",2013,Travel associated,09009,5,5 to 49,"CT, New Haven County"
"FL, Broward",2013,Travel associated,12011,11,5 to 49,"FL, Broward County"
"FL, Miami-Dade",2013,Travel associated,12086,45,5 to 49,"FL, Miami-Dade County"
"FL, Orange",2013,Travel associated,12095,15,5 to 49,"FL, Orange County"
"FL, Palm Beach",2013,Travel associated,12099,17,5 to 49,"FL, Palm Beach County"
"HI, Honolulu",2013,Travel associated,15003,6,5 to 49,"HI, Honolulu, City and County of"
"IL, Cook",2013,Travel associated,17031,18,5 to 49,"IL, Cook County"
"MD, Montgomery",2013,Travel associated,24031,5,5 to 49,"MD, Montgomery County"
"MN, Hennepin",2013,Travel associated,27053,9,5 to 49,"MN, Hennepin County"
"NY, Bronx",2013,Travel associated,36005,29,5 to 49,"NY, Bronx County"
"NY, Kings",2013,Travel associated,36047,26,5 to 49,"NY, Kings County"
"NY, Nassau",2013,Travel associated,36059,11,5 to 49,"NY, Nassau County"
"NY, New York",2013,Travel associated,36061,48,5 to 49,"NY, New York County"
"NY, Queens",2013,Travel associated,36081,26,5 to 49,"NY, Queens County"
"NY, Suffolk",2013,Travel associated,36103,12,5 to 49,"NY, Suffolk County"
"NY, Westchester",2013,Travel associated,36119,7,5 to 49,"NY, Westchester County"
"PA, Montgomery",2013,Travel associated,42091,5,5 to 49,"PA, Montgomery County"
"PA, Philadelphia",2013,Travel associated,42101,10,5 to 49,"PA, Philadelphia County"
"RI, Providence",2013,Travel associated,44007,5,5 to 49,"RI, Providence County"
"TX, Bexar",2013,Travel associated,48029,6,5 to 49,"TX, Bexar County"
"TX, Cameron",2013,Travel associated,48061,16,5 to 49,"TX, Cameron County"
"TX, Harris",2013,Travel associated,48201,5,5 to 49,"TX, Harris County"
"TX, Hidalgo",2013,Travel associated,48215,11,5 to 49,"TX, Hidalgo County"
"TX, Tarrant",2013,Travel associated,48439,5,5 to 49,"TX, Tarrant County"
"VA, Fairfax",2013,Travel associated,51059,6,5 to 49,"VA, Fairfax County"
"WA, King",2013,Travel associated,53033,11,5 to 49,"WA, King County"
